,,,SOS Median,SOS Min,SOS Max,SOS STDEV,SOS SUM
Stony Brook,,,22.8624250360828,-33.620433733952,64.823558622902,36.0488545113096,108.745709116674
Syracuse,,,27.2394113699127,-36.3697536917849,63.9474672812807,39.8973736555953,132.320991323352
Tarleton St.,,,21.9847926728259,-25.2304396427849,80.1194180824891,36.1497351505228,175.668646882431
TCU,,,22.9540135672002,-59.4996047007708,32.8276785050512,39.3335527163544,18.739080572793
Temple,,,-2.42251785116295,-20.6490146028533,65.4622963971467,30.950170472047,34.8026270046868
Tennessee,,,-7.44571623127238,-42.2494678251194,47.7969082973006,31.303084085685,-0.79866356880286
Tennessee Martin,,,42.7844542135329,-16.28969630209,128.591145749624,61.4479145025856,248.603865623825
Tennessee St.,,,38.0941853439,19.7398220452333,46.6447607219,11.3500729053559,142.572953454933
Tennessee Tech,,,19.4433937184947,-21.6258571863453,48.2475068960747,28.3471238900634,78.1292128095986
Texas,,,4.40003661110393,-32.6886015000072,40.6140588535,26.1444279106213,14.0404220168984
Texas A&M,,,-22.3942170208069,-54.931028076644,52.745967204516,38.529428953544,-97.8263566280043
Texas A&M Corpus Chris,,,25.0240890179441,3.42094410342733,60.1947349971713,24.12224491146,113.663857136487
Texas Southern,,,3.046280905469,-61.90123349799,5.027493668928,32.8395847170959,-50.781178018124
Texas St.,,,17.00151977883,-53.867071016878,38.2785529324507,32.6235278467346,60.9122999100247
Texas Tech,,,-10.2703868771421,-51.3347629687221,11.3155030117619,20.6003767798293,-107.414193431284
The Citadel,,,-17.6574618260373,-35.4299969907063,5.87351354317505,16.9468964943538,-64.8714070996059
Toledo,,,18.622346350882,-42.48319172679,59.3070038060547,39.2315337305203,94.1159184181107
Towson,,,5.21003439531878,-21.315249105798,59.543747271782,31.4506524392382,123.776602647467
Troy,,,13.0345436884111,-32.7649463798108,86.4865192193973,45.6788112817581,158.317740466183
Tulane,,,-4.84125584736312,-74.7410284593311,26.5529035406689,34.7066841701501,-67.6602717578087
Tulsa,,,54.2467041200151,-4.72110289119491,80.7769654120867,41.3446722283855,206.205084971663
UAB,,,21.135439727683,-50.6529309313814,72.7585831950875,37.1503191464762,145.967119868906
UC Davis,,,18.8607943199159,4.26842927394791,80.3069619349752,28.5475109922027,156.918213705372
UC Irvine,,,-4.64810483755633,-43.7606843748303,9.43952060688811,21.1340379199553,-47.0256355599992
UC Riverside,,,14.19566898,-25.1922740628082,96.827508988,42.1461677947541,139.886890005192
UC San Diego,,,33.3896113868867,6.78155099299778,66.78227922522,21.5514172631677,216.323742814064
UC Santa Barbara,,,-2.07290383566326,-12.0627258157696,7.96557155653636,8.18442876618439,-8.24296193055975
UCF,,,8.75285866127029,-20.5521856510206,103.472338904535,42.8884966923994,134.939500336992
UCLA,,,-17.4458532960987,-48.3551505933391,38.4534165498342,29.8186701478134,-69.3427803298204
UMass Lowell,,,12.0638708974026,-32.7747746927498,49.380354613561,30.7336287560046,70.6847004291379
UMBC,,,-4.489314265872,-14.1138978664502,91.3600487159547,58.3159303580855,72.7568365836325
UMKC,,,-3.943649302151,-21.613748751197,88.0061909067635,43.737519228533,57.5128907106842
UNC Asheville,,,-0.339717001610571,-21.6982970016106,10.2814080598414,11.8738703236735,-19.5146111554549
UNC Greensboro,,,-8.82213392163095,-38.9782030575134,35.580507974511,26.1697159943041,-46.3122459690257
UNC Wilmington,,,14.8279028257127,5.70967126192267,49.771911124046,19.4721201382187,85.1373880373941
UNLV,,,2.13917690170067,-51.102426717208,102.872781009824,58.9260294244001,94.5014124046296
USC,,,5.91441337482561,-22.6350697394856,14.1508070510926,13.4661324614283,13.630575660789
USC Upstate,,,9.13190869740745,-15.990257840682,54.203424502996,24.6127605474247,73.4459250960149
UT Arlington,,,24.5235244679153,-12.83466078633,70.651320134582,31.2615756519471,131.114581284237
UT Rio Grande Valley,,,15.281550016242,-6.16842532072,121.600568928391,55.9399342572763,220.462537865257
Utah,,,-9.06793142464733,-40.9485521819,10.1660433531304,15.4515219953311,-88.6366229737643
Utah St.,,,24.6276047460189,-29.1803910317589,109.637627968241,50.5252034627325,143.855628346777
Utah Tech,,,16.420822192516,-47.072939396858,55.611712211306,35.5493072636903,90.5381789393776
Utah Valley,,,9.495642044748,-8.50603412019267,89.7418727686962,45.3545867142803,100.227122738
UTEP,,,0.475742790994055,-11.4642796665349,10.2731686115244,9.91055802535698,-0.23962547302239
UTSA,,,4.13927150369629,-48.0246823291577,42.4016920174636,36.8853061891922,40.8735731675007
Valparaiso,,,18.3303379517839,-2.628019896134,78.0228596387953,34.9702516172579,112.055515646229
Vanderbilt,,,-6.57613409475267,-33.7686740023327,48.2620846686493,31.0647863907856,-7.95817321727944
VCU,,,10.4705395191273,-13.33413413094,46.2138814002164,22.1276097843218,64.9609730864317
Vermont,,,-5.26504742977705,-15.8111652722517,28.1567120441043,19.7038100932519,25.4986609209648
Villanova,,,11.1535561155078,-23.9394268561685,36.4072035249598,23.1304540127706,59.1842943620731
Virginia,,,14.5372809987761,-33.4303140941887,38.4344694160393,25.713534067096,48.4047140590614
Virginia Tech,,,15.09623006363,-24.3841245618954,80.4641102975566,41.3554050293659,103.086795156018
VMI,,,-5.882546455248,-37.589151168024,11.8265574168677,17.3200000432044,-52.2113292427223
Wagner,,,42.85351896582,10.53471832582,75.97841696582,24.8479228126146,197.701481855767
Wake Forest,,,4.31733143811564,-19.9169037608024,120.67280668298,54.7605982179402,222.476175141225
Washington,,,6.146517275356,-31.812833283,15.428258300402,23.178264632623,-31.898498062146
Washington St.,,,6.71894757232211,-15.63639673239,24.097361474072,13.3881210722467,39.1356388351182
Weber St.,,,6.89257009774001,-3.51801101337111,57.799579710082,29.0537365274513,118.929843124031
West Georgia,,,16.5657597823052,-18.35529366421,71.59806530127,30.1003681434941,114.264857767322
West Virginia,,,-8.32097920491133,-30.6549221121424,53.863823030544,27.7426767735442,25.9158556026983
Western Carolina,,,5.64110175632287,-19.6794244220039,23.6422512880809,18.2619789804059,12.677594366941
Western Illinois,,,18.4367528712183,-11.0710202865666,63.8637741649273,32.8179728172006,128.344254795562
Western Kentucky,,,19.6608039925719,-8.217421859774,89.875350455268,42.8898528266197,120.979536580638
Western Michigan,,,16.894894273398,4.212133550814,74.6790210303498,26.475045778492,152.669664282921
Wichita St.,,,32.4506195679713,4.10745961488933,103.812139759501,36.9978953014448,212.961871468031
William & Mary,,,36.942124097504,15.316852919454,176.764071966622,60.2344903950804,360.052125643377
Winthrop,,,26.227064311838,-9.24086931597,127.74342047002,55.1059135813207,333.62556578099
Wisconsin,,,-3.18631652531709,-77.0038054328971,15.3262430740209,36.7584610502524,-63.7953233452898
Wofford,,,13.8493234681133,-10.2456803561896,57.25856463878,25.3998316722855,83.1962642382637
Wright St.,,,14.784204429108,-34.292140570892,203.834461317997,92.080793831138,225.413999153085
Wyoming,,,-6.534224411504,-19.6107430140907,100.039081985909,49.637105228452,92.6577525701063
Xavier,,,11.500974484956,-31.4619994514291,61.4500810241951,42.7312244465763,96.4051256266816
Yale,,,21.6161416781422,-34.4770953218578,124.072609678142,56.2192325808447,184.936367292405
Youngstown St.,,,10.6072931115971,-34.219730565486,124.88389039544,56.6400457110644,126.520527761298
